#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   1   2  4.4e-193  9.7e-192  638.0   2.2     1   430    22   521    22   522 0.91 -
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   2   2  3.3e-132  7.4e-131  436.9   0.6   430   659   547   788   538   788 0.96 -
scaffold_4:6459518-6461547    -            629 21465at71240         -            659   5.8e-24   83.6   0.1   2   3   2.5e-10   5.5e-09   34.2   0.0   180   322   109   247   102   250 0.92 -
scaffold_4:6459518-6461547    -            629 21465at71240         -            659   5.8e-24   83.6   0.1   3   3   8.1e-13   1.8e-11   42.4   0.0   179   356   240   420   236   431 0.90 -
scaffold_10:5826098-5827677   -            512 21465at71240         -            659     7e-24   83.4   0.3   1   2   5.4e-13   1.2e-11   43.0   0.0   179   333    31   181    20   192 0.91 -
scaffold_10:5826098-5827677   -            512 21465at71240         -            659     7e-24   83.4   0.3   2   2   1.7e-11   3.7e-10   38.0   0.2   172   286   192   307   185   318 0.95 -
scaffold_4:459690-460694      -            335 21465at71240         -            659   1.4e-23   82.3   0.2   1   2   0.00038    0.0084   13.7   0.0   191   355    35   197    15   202 0.74 -
scaffold_4:459690-460694      -            335 21465at71240         -            659   1.4e-23   82.3   0.2   2   2   1.4e-20   3.2e-19   68.0   0.1   216   361   163   308   143   332 0.80 -
scaffold_10:17416504-17414405 -            700 21465at71240         -            659   1.5e-23   82.2   4.6   1   5    0.0023      0.05   11.2   0.1   197   298    33   130    17   139 0.71 -
scaffold_10:17416504-17414405 -            700 21465at71240         -            659   1.5e-23   82.2   4.6   2   5   5.2e-05    0.0011   16.6   0.7   164   306   167   304    90   315 0.79 -
scaffold_10:17416504-17414405 -            700 21465at71240         -            659   1.5e-23   82.2   4.6   3   5    0.0024     0.054   11.1   0.0   208   284   322   398   314   400 0.91 -
scaffold_10:17416504-17414405 -            700 21465at71240         -            659   1.5e-23   82.2   4.6   4   5   2.8e-10   6.3e-09   34.0   0.0   170   253   384   468   381   476 0.90 -
scaffold_10:17416504-17414405 -            700 21465at71240         -            659   1.5e-23   82.2   4.6   5   5    0.0069      0.15    9.5   0.0   496   598   474   573   469   596 0.87 -
scaffold_4:8237221-8239097    -            262 21465at71240         -            659     3e-23   81.3   1.5   1   2   2.5e-14   5.5e-13   47.4   0.2   195   308    77   191    63   192 0.92 -
scaffold_4:8237221-8239097    -            262 21465at71240         -            659     3e-23   81.3   1.5   2   2   3.4e-12   7.6e-11   40.3   0.1   218   309   171   262   169   262 0.95 -
scaffold_10:15090149-15089028 -            374 21465at71240         -            659   3.8e-23   80.9   0.2   1   2   5.1e-09   1.1e-07   29.8   0.0   226   358    66   201    32   206 0.83 -
scaffold_10:15090149-15089028 -            374 21465at71240         -            659   3.8e-23   80.9   0.2   2   2   4.4e-13   9.8e-12   43.2   0.0   188   311   241   364   240   374 0.96 -
scaffold_7:28550468-28549251  -            406 21465at71240         -            659   5.2e-23   80.5   0.0   1   2   2.5e-11   5.5e-10   37.5   0.0   178   290    76   188    62   190 0.94 -
scaffold_7:28550468-28549251  -            406 21465at71240         -            659   5.2e-23   80.5   0.0   2   2     9e-15     2e-13   48.8   0.0   178   286   177   285   172   296 0.97 -
scaffold_10:20593980-20592202 -            593 21465at71240         -            659   7.2e-23   80.0   4.8   1   3     0.075       1.7    6.1   0.0   569   637   107   171    87   188 0.74 -
scaffold_10:20593980-20592202 -            593 21465at71240         -            659   7.2e-23   80.0   4.8   2   3   1.8e-13   3.9e-12   44.6   0.2   178   341   224   382   206   413 0.88 -
scaffold_10:20593980-20592202 -            593 21465at71240         -            659   7.2e-23   80.0   4.8   3   3     9e-09     2e-07   29.0   0.5   183   372   431   582   398   592 0.55 -
scaffold_3:35384533-35382767  -            589 21465at71240         -            659   7.6e-23   79.9   0.1   1   3       1.4        31    1.9   0.0   203   267    93   157    82   161 0.91 -
scaffold_3:35384533-35382767  -            589 21465at71240         -            659   7.6e-23   79.9   0.1   2   3   1.1e-08   2.5e-07   28.7   0.0   171   287   164   278   158   280 0.94 -
scaffold_3:35384533-35382767  -            589 21465at71240         -            659   7.6e-23   79.9   0.1   3   3   1.9e-15   4.1e-14   51.1   0.0   180   287   272   380   263   390 0.94 -
scaffold_1:26774609-26773272  -            446 21465at71240         -            659   1.4e-22   79.1   0.2   1   2   4.8e-06   0.00011   20.0   0.0   216   271   162   219   123   240 0.82 -
scaffold_1:26774609-26773272  -            446 21465at71240         -            659   1.4e-22   79.1   0.2   2   2   3.3e-17   7.4e-16   56.9   0.0   189   328   249   390   230   398 0.91 -
scaffold_3:32134053-32131571  -            525 21465at71240         -            659   1.8e-22   78.7   1.7   1   4      0.25       5.6    4.4   0.0   568   621   159   212   154   228 0.77 -
scaffold_3:32134053-32131571  -            525 21465at71240         -            659   1.8e-22   78.7   1.7   2   4   0.00029    0.0064   14.1   0.1   188   246   226   286   218   319 0.61 -
scaffold_3:32134053-32131571  -            525 21465at71240         -            659   1.8e-22   78.7   1.7   3   4     6e-12   1.3e-10   39.5   0.0   162   248   334   425   324   440 0.88 -
scaffold_3:32134053-32131571  -            525 21465at71240         -            659   1.8e-22   78.7   1.7   4   4   3.3e-05   0.00074   17.2   0.0   229   301   448   518   430   521 0.88 -
scaffold_3:34396763-34399009  -            749 21465at71240         -            659     2e-22   78.6   2.0   1   4   1.1e-06   2.5e-05   22.1   0.1   222   373     2   149     1   158 0.89 -
scaffold_3:34396763-34399009  -            749 21465at71240         -            659     2e-22   78.6   2.0   2   4     2e-07   4.4e-06   24.6   0.0   177   268   234   325   223   341 0.93 -
scaffold_3:34396763-34399009  -            749 21465at71240         -            659     2e-22   78.6   2.0   3   4   7.3e-05    0.0016   16.1   0.0   193   328   350   481   333   483 0.91 -
scaffold_3:34396763-34399009  -            749 21465at71240         -            659     2e-22   78.6   2.0   4   4   5.6e-06   0.00012   19.8   0.0   172   295   429   554   424   578 0.85 -
scaffold_9:9479500-9478586    -            305 21465at71240         -            659   8.4e-22   76.5   0.1   1   2    0.0098      0.22    9.1   0.0   574   623    44    93     1    98 0.78 -
scaffold_9:9479500-9478586    -            305 21465at71240         -            659   8.4e-22   76.5   0.1   2   2   9.4e-20   2.1e-18   65.3   0.1   187   375   105   293   101   299 0.98 -
scaffold_10:15252633-15253769 -            379 21465at71240         -            659     2e-21   75.2   0.1   1   1   1.3e-22     3e-21   74.7   0.1   181   330   199   349   193   364 0.93 -
scaffold_4:7773106-7757469    -            793 21465at71240         -            659   2.1e-21   75.2   8.3   1   4   1.7e-06   3.8e-05   21.5   0.1   196   356    61   224    56   255 0.80 -
scaffold_4:7773106-7757469    -            793 21465at71240         -            659   2.1e-21   75.2   8.3   2   4   0.00062     0.014   13.0   0.0   480   610   334   462   322   472 0.88 -
scaffold_4:7773106-7757469    -            793 21465at71240         -            659   2.1e-21   75.2   8.3   3   4   1.4e-11     3e-10   38.3   2.3   192   302   543   656   490   659 0.89 -
scaffold_4:7773106-7757469    -            793 21465at71240         -            659   2.1e-21   75.2   8.3   4   4      0.89        20    2.6   0.0   580   628   660   708   657   733 0.84 -
scaffold_1:26734540-26736162  -            541 21465at71240         -            659   2.2e-21   75.1   0.5   1   3     1e-12   2.3e-11   42.0   0.0   174   322     8   155     1   159 0.88 -
scaffold_1:26734540-26736162  -            541 21465at71240         -            659   2.2e-21   75.1   0.5   2   3     5e-07   1.1e-05   23.2   0.1   221   352   158   289   147   299 0.74 -
scaffold_1:26734540-26736162  -            541 21465at71240         -            659   2.2e-21   75.1   0.5   3   3     0.028      0.63    7.5   0.0   222   275   300   350   289   398 0.62 -
scaffold_3:27985817-27984672  -            382 21465at71240         -            659   2.3e-21   75.1   0.1   1   3   7.7e-06   0.00017   19.3   0.0   535   626    40   130    33   134 0.85 -
scaffold_3:27985817-27984672  -            382 21465at71240         -            659   2.3e-21   75.1   0.1   2   3   1.3e-10   2.9e-09   35.1   0.0   189   318   105   236   103   244 0.88 -
scaffold_3:27985817-27984672  -            382 21465at71240         -            659   2.3e-21   75.1   0.1   3   3   1.9e-08   4.2e-07   27.9   0.0   565   635   247   317   232   330 0.85 -
scaffold_9:4585358-4585675    -            106 21465at71240         -            659   5.7e-21   73.8   0.1   1   1   3.7e-22   8.3e-21   73.2   0.1   529   627     7   105     2   106 0.90 -
scaffold_8:19926904-19920930  -            571 21465at71240         -            659   1.6e-20   72.3   0.1   1   3   1.2e-05   0.00027   18.6   0.0   562   627    52   118    26   149 0.69 -
scaffold_8:19926904-19920930  -            571 21465at71240         -            659   1.6e-20   72.3   0.1   2   3   4.5e-10     1e-08   33.3   0.0   181   274   164   264   153   267 0.86 -
scaffold_8:19926904-19920930  -            571 21465at71240         -            659   1.6e-20   72.3   0.1   3   3   1.7e-06   3.9e-05   21.4   0.0   530   602   248   322   240   363 0.76 -
scaffold_1:24646071-24637978  -            801 21465at71240         -            659   2.7e-20   71.5  10.4   1   5   8.4e-05    0.0019   15.9   0.0   196   323    45   176    40   213 0.77 -
scaffold_1:24646071-24637978  -            801 21465at71240         -            659   2.7e-20   71.5  10.4   2   5   0.00063     0.014   13.0   0.0   480   610   319   447   308   458 0.88 -
scaffold_1:24646071-24637978  -            801 21465at71240         -            659   2.7e-20   71.5  10.4   3   5       7.2   1.6e+02   -0.4   0.1    69   129   487   549   481   564 0.75 -
scaffold_1:24646071-24637978  -            801 21465at71240         -            659   2.7e-20   71.5  10.4   4   5   7.6e-13   1.7e-11   42.5   2.5   190   310   549   672   545   676 0.90 -
scaffold_1:24646071-24637978  -            801 21465at71240         -            659   2.7e-20   71.5  10.4   5   5    0.0086      0.19    9.2   0.1   567   628   657   718   656   742 0.87 -
scaffold_10:7675797-7674679   -            371 21465at71240         -            659   3.6e-20   71.1   1.0   1   3   2.6e-10   5.7e-09   34.1   0.2   158   286    36   168     6   173 0.87 -
scaffold_10:7675797-7674679   -            371 21465at71240         -            659   3.6e-20   71.1   1.0   2   3   0.00024    0.0052   14.4   0.0   566   608   172   214   170   223 0.90 -
scaffold_10:7675797-7674679   -            371 21465at71240         -            659   3.6e-20   71.1   1.0   3   3   4.5e-06    0.0001   20.1   0.1   180   323   231   368   222   371 0.91 -
scaffold_10:16748627-16748986 -            120 21465at71240         -            659   5.4e-20   70.5   0.0   1   1   2.9e-21   6.4e-20   70.3   0.0   248   364     2   118     1   119 0.97 -
scaffold_1:26176582-26174777  -            602 21465at71240         -            659   6.6e-20   70.3   0.0   1   3   2.1e-10   4.7e-09   34.4   0.0   179   325    82   224    66   239 0.94 -
scaffold_1:26176582-26174777  -            602 21465at71240         -            659   6.6e-20   70.3   0.0   2   3   1.8e-09   4.1e-08   31.3   0.0   156   284   260   390   230   394 0.83 -
scaffold_1:26176582-26174777  -            602 21465at71240         -            659   6.6e-20   70.3   0.0   3   3       6.8   1.5e+02   -0.3   0.0   541   598   407   463   399   517 0.73 -
scaffold_5:14982084-14975396  -           1321 21465at71240         -            659   1.6e-19   69.0   1.3   1   3   6.2e-10   1.4e-08   32.8   0.0   570   623   990  1043   973  1053 0.89 -
scaffold_5:14982084-14975396  -           1321 21465at71240         -            659   1.6e-19   69.0   1.3   2   3    0.0053      0.12    9.9   0.0   187   259  1053  1125  1044  1139 0.76 -
scaffold_5:14982084-14975396  -           1321 21465at71240         -            659   1.6e-19   69.0   1.3   3   3   1.6e-06   3.7e-05   21.5   0.0   203   364  1139  1300  1127  1313 0.88 -
scaffold_2:27095972-27108392  -            503 21465at71240         -            659   6.8e-19   66.9   5.1   1   4     0.084       1.9    6.0   0.0   228   324    18   112     7   114 0.81 -
scaffold_2:27095972-27108392  -            503 21465at71240         -            659   6.8e-19   66.9   5.1   2   4   1.7e-07   3.7e-06   24.8   0.2   181   267   105   194    94   194 0.80 -
scaffold_2:27095972-27108392  -            503 21465at71240         -            659   6.8e-19   66.9   5.1   3   4   9.8e-10   2.2e-08   32.2   0.7   190   314   187   311   174   323 0.90 -
scaffold_2:27095972-27108392  -            503 21465at71240         -            659   6.8e-19   66.9   5.1   4   4     0.026      0.58    7.7   0.1   538   588   335   385   323   397 0.82 -
scaffold_7:6056772-6058496    -            575 21465at71240         -            659   6.9e-19   66.9   2.9   1   3   0.00078     0.017   12.7   0.1   221   356   132   272    99   281 0.76 -
scaffold_7:6056772-6058496    -            575 21465at71240         -            659   6.9e-19   66.9   2.9   2   3   6.7e-10   1.5e-08   32.7   0.0   200   315   294   409   289   416 0.89 -
scaffold_7:6056772-6058496    -            575 21465at71240         -            659   6.9e-19   66.9   2.9   3   3   1.8e-05   0.00039   18.1   0.2   193   256   428   491   422   544 0.61 -
scaffold_3:31800395-31802077  -            561 21465at71240         -            659   9.2e-19   66.5   0.2   1   3   1.2e-09   2.6e-08   31.9   0.1   180   337    42   196    23   205 0.94 -
scaffold_3:31800395-31802077  -            561 21465at71240         -            659   9.2e-19   66.5   0.2   2   3   1.4e-08   3.2e-07   28.3   0.0   500   639   156   292   155   298 0.92 -
scaffold_3:31800395-31802077  -            561 21465at71240         -            659   9.2e-19   66.5   0.2   3   3     1e-05   0.00023   18.9   0.0   167   278   231   344   210   355 0.71 -
scaffold_5:8152149-8154666    -            254 21465at71240         -            659   1.2e-18   66.0   1.9   1   3     3e-05   0.00066   17.4   0.0   550   597     5    52     1    77 0.79 -
scaffold_5:8152149-8154666    -            254 21465at71240         -            659   1.2e-18   66.0   1.9   2   3       3.2        70    0.8   0.0   336   356    63    83    55    94 0.78 -
